[2025-02-28 11:42:32,716][__main__][INFO] - Current working directory: /home/anthony/Project/rl-scm-tests/blicket_text/exp_output/2025.02.28/114232/0
[2025-02-28 11:42:35,226][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,226][__main__][INFO] - Starting trial 19...
[2025-02-28 11:42:35,325][__main__][INFO] - Trial 19 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:35,326][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,326][__main__][INFO] - Starting trial 20...
[2025-02-28 11:42:35,425][__main__][INFO] - Trial 20 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:35,425][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,425][__main__][INFO] - Starting trial 21...
[2025-02-28 11:42:35,524][__main__][INFO] - Trial 21 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:35,524][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,524][__main__][INFO] - Starting trial 22...
[2025-02-28 11:42:35,622][__main__][INFO] - Trial 22 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:35,622][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,622][__main__][INFO] - Starting trial 23...
[2025-02-28 11:42:35,721][__main__][INFO] - Trial 23 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:35,721][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,721][__main__][INFO] - Starting trial 24...
[2025-02-28 11:42:35,819][__main__][INFO] - Trial 24 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:35,819][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,819][__main__][INFO] - Starting trial 25...
[2025-02-28 11:42:35,916][__main__][INFO] - Trial 25 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:35,917][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:35,917][__main__][INFO] - Starting trial 26...
[2025-02-28 11:42:36,014][__main__][INFO] - Trial 26 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,014][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,014][__main__][INFO] - Starting trial 27...
[2025-02-28 11:42:36,112][__main__][INFO] - Trial 27 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,112][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,112][__main__][INFO] - Starting trial 28...
[2025-02-28 11:42:36,210][__main__][INFO] - Trial 28 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,210][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,210][__main__][INFO] - Starting trial 29...
[2025-02-28 11:42:36,308][__main__][INFO] - Trial 29 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,308][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,308][__main__][INFO] - Starting trial 30...
[2025-02-28 11:42:36,406][__main__][INFO] - Trial 30 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,406][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,407][__main__][INFO] - Starting trial 31...
[2025-02-28 11:42:36,506][__main__][INFO] - Trial 31 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,506][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,506][__main__][INFO] - Starting trial 32...
[2025-02-28 11:42:36,605][__main__][INFO] - Trial 32 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,605][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,605][__main__][INFO] - Starting trial 33...
[2025-02-28 11:42:36,705][__main__][INFO] - Trial 33 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,705][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,705][__main__][INFO] - Starting trial 34...
[2025-02-28 11:42:36,804][__main__][INFO] - Trial 34 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,804][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,804][__main__][INFO] - Starting trial 35...
[2025-02-28 11:42:36,903][__main__][INFO] - Trial 35 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:36,903][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:36,903][__main__][INFO] - Starting trial 36...
[2025-02-28 11:42:37,003][__main__][INFO] - Trial 36 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:37,003][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,003][__main__][INFO] - Starting trial 37...
[2025-02-28 11:42:37,102][__main__][INFO] - Trial 37 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:37,102][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,102][__main__][INFO] - Starting trial 38...
[2025-02-28 11:42:37,202][__main__][INFO] - Trial 38 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:37,202][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,202][__main__][INFO] - Starting trial 39...
[2025-02-28 11:42:37,302][__main__][INFO] - Trial 39 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:37,302][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,302][__main__][INFO] - Starting trial 40...
[2025-02-28 11:42:37,400][__main__][INFO] - Trial 40 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:37,400][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,401][__main__][INFO] - Starting trial 41...
[2025-02-28 11:42:37,500][__main__][INFO] - Trial 41 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:37,501][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,501][__main__][INFO] - Starting trial 42...
[2025-02-28 11:42:37,599][__main__][INFO] - Trial 42 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:37,599][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,599][__main__][INFO] - Starting trial 43...
[2025-02-28 11:42:37,698][__main__][INFO] - Trial 43 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:37,698][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,698][__main__][INFO] - Starting trial 44...
[2025-02-28 11:42:37,797][__main__][INFO] - Trial 44 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:37,797][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,797][__main__][INFO] - Starting trial 45...
[2025-02-28 11:42:37,896][__main__][INFO] - Trial 45 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:37,896][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,896][__main__][INFO] - Starting trial 46...
[2025-02-28 11:42:37,995][__main__][INFO] - Trial 46 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:37,995][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:37,995][__main__][INFO] - Starting trial 47...
[2025-02-28 11:42:38,094][__main__][INFO] - Trial 47 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,094][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,094][__main__][INFO] - Starting trial 48...
[2025-02-28 11:42:38,193][__main__][INFO] - Trial 48 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,193][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,193][__main__][INFO] - Starting trial 49...
[2025-02-28 11:42:38,293][__main__][INFO] - Trial 49 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,293][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,293][__main__][INFO] - Starting trial 50...
[2025-02-28 11:42:38,394][__main__][INFO] - Trial 50 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,394][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,394][__main__][INFO] - Starting trial 51...
[2025-02-28 11:42:38,494][__main__][INFO] - Trial 51 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,494][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,494][__main__][INFO] - Starting trial 52...
[2025-02-28 11:42:38,595][__main__][INFO] - Trial 52 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,595][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,595][__main__][INFO] - Starting trial 53...
[2025-02-28 11:42:38,694][__main__][INFO] - Trial 53 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,694][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,695][__main__][INFO] - Starting trial 54...
[2025-02-28 11:42:38,796][__main__][INFO] - Trial 54 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:38,796][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,796][__main__][INFO] - Starting trial 55...
[2025-02-28 11:42:38,896][__main__][INFO] - Trial 55 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:38,896][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,896][__main__][INFO] - Starting trial 56...
[2025-02-28 11:42:38,996][__main__][INFO] - Trial 56 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:38,997][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:38,997][__main__][INFO] - Starting trial 57...
[2025-02-28 11:42:39,098][__main__][INFO] - Trial 57 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,098][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,098][__main__][INFO] - Starting trial 58...
[2025-02-28 11:42:39,200][__main__][INFO] - Trial 58 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,200][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,200][__main__][INFO] - Starting trial 59...
[2025-02-28 11:42:39,301][__main__][INFO] - Trial 59 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,301][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,301][__main__][INFO] - Starting trial 60...
[2025-02-28 11:42:39,403][__main__][INFO] - Trial 60 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,403][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,403][__main__][INFO] - Starting trial 61...
[2025-02-28 11:42:39,505][__main__][INFO] - Trial 61 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,505][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,505][__main__][INFO] - Starting trial 62...
[2025-02-28 11:42:39,606][__main__][INFO] - Trial 62 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,606][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,606][__main__][INFO] - Starting trial 63...
[2025-02-28 11:42:39,708][__main__][INFO] - Trial 63 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,708][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,708][__main__][INFO] - Starting trial 64...
[2025-02-28 11:42:39,810][__main__][INFO] - Trial 64 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,810][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,810][__main__][INFO] - Starting trial 65...
[2025-02-28 11:42:39,912][__main__][INFO] - Trial 65 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:39,913][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:39,913][__main__][INFO] - Starting trial 66...
[2025-02-28 11:42:40,015][__main__][INFO] - Trial 66 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:40,015][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,015][__main__][INFO] - Starting trial 67...
[2025-02-28 11:42:40,118][__main__][INFO] - Trial 67 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:40,118][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,118][__main__][INFO] - Starting trial 68...
[2025-02-28 11:42:40,221][__main__][INFO] - Trial 68 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:40,221][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,221][__main__][INFO] - Starting trial 69...
[2025-02-28 11:42:40,323][__main__][INFO] - Trial 69 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:40,323][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,323][__main__][INFO] - Starting trial 70...
[2025-02-28 11:42:40,426][__main__][INFO] - Trial 70 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:40,426][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,426][__main__][INFO] - Starting trial 71...
[2025-02-28 11:42:40,529][__main__][INFO] - Trial 71 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:40,529][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,529][__main__][INFO] - Starting trial 72...
[2025-02-28 11:42:40,632][__main__][INFO] - Trial 72 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:40,633][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,633][__main__][INFO] - Starting trial 73...
[2025-02-28 11:42:40,736][__main__][INFO] - Trial 73 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:40,736][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,736][__main__][INFO] - Starting trial 74...
[2025-02-28 11:42:40,839][__main__][INFO] - Trial 74 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:40,839][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,839][__main__][INFO] - Starting trial 75...
[2025-02-28 11:42:40,943][__main__][INFO] - Trial 75 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:40,943][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:40,943][__main__][INFO] - Starting trial 76...
[2025-02-28 11:42:41,046][__main__][INFO] - Trial 76 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:41,046][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,046][__main__][INFO] - Starting trial 77...
[2025-02-28 11:42:41,150][__main__][INFO] - Trial 77 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:41,150][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,150][__main__][INFO] - Starting trial 78...
[2025-02-28 11:42:41,253][__main__][INFO] - Trial 78 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:41,253][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,253][__main__][INFO] - Starting trial 79...
[2025-02-28 11:42:41,357][__main__][INFO] - Trial 79 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:41,357][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,357][__main__][INFO] - Starting trial 80...
[2025-02-28 11:42:41,461][__main__][INFO] - Trial 80 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:41,461][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,461][__main__][INFO] - Starting trial 81...
[2025-02-28 11:42:41,565][__main__][INFO] - Trial 81 completed in 32 steps. Questions correct: 2/4
[2025-02-28 11:42:41,565][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,565][__main__][INFO] - Starting trial 82...
[2025-02-28 11:42:41,669][__main__][INFO] - Trial 82 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:41,669][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,669][__main__][INFO] - Starting trial 83...
[2025-02-28 11:42:41,773][__main__][INFO] - Trial 83 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:41,773][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,773][__main__][INFO] - Starting trial 84...
[2025-02-28 11:42:41,877][__main__][INFO] - Trial 84 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:41,877][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,877][__main__][INFO] - Starting trial 85...
[2025-02-28 11:42:41,982][__main__][INFO] - Trial 85 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:41,982][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:41,982][__main__][INFO] - Starting trial 86...
[2025-02-28 11:42:42,086][__main__][INFO] - Trial 86 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,086][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,086][__main__][INFO] - Starting trial 87...
[2025-02-28 11:42:42,191][__main__][INFO] - Trial 87 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,191][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,191][__main__][INFO] - Starting trial 88...
[2025-02-28 11:42:42,295][__main__][INFO] - Trial 88 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,295][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,295][__main__][INFO] - Starting trial 89...
[2025-02-28 11:42:42,400][__main__][INFO] - Trial 89 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,400][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,400][__main__][INFO] - Starting trial 90...
[2025-02-28 11:42:42,505][__main__][INFO] - Trial 90 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,505][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,505][__main__][INFO] - Starting trial 91...
[2025-02-28 11:42:42,610][__main__][INFO] - Trial 91 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,610][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,610][__main__][INFO] - Starting trial 92...
[2025-02-28 11:42:42,715][__main__][INFO] - Trial 92 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,715][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,715][__main__][INFO] - Starting trial 93...
[2025-02-28 11:42:42,820][__main__][INFO] - Trial 93 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,820][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,820][__main__][INFO] - Starting trial 94...
[2025-02-28 11:42:42,925][__main__][INFO] - Trial 94 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:42,925][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:42,925][__main__][INFO] - Starting trial 95...
[2025-02-28 11:42:43,030][__main__][INFO] - Trial 95 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,031][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,031][__main__][INFO] - Starting trial 96...
[2025-02-28 11:42:43,136][__main__][INFO] - Trial 96 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,136][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,136][__main__][INFO] - Starting trial 97...
[2025-02-28 11:42:43,242][__main__][INFO] - Trial 97 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,242][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,242][__main__][INFO] - Starting trial 98...
[2025-02-28 11:42:43,347][__main__][INFO] - Trial 98 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,347][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,347][__main__][INFO] - Starting trial 99...
[2025-02-28 11:42:43,453][__main__][INFO] - Trial 99 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,453][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,453][__main__][INFO] - Starting trial 100...
[2025-02-28 11:42:43,559][__main__][INFO] - Trial 100 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,559][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,559][__main__][INFO] - Starting trial 101...
[2025-02-28 11:42:43,665][__main__][INFO] - Trial 101 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,665][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,665][__main__][INFO] - Starting trial 102...
[2025-02-28 11:42:43,771][__main__][INFO] - Trial 102 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,771][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,771][__main__][INFO] - Starting trial 103...
[2025-02-28 11:42:43,877][__main__][INFO] - Trial 103 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,877][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,877][__main__][INFO] - Starting trial 104...
[2025-02-28 11:42:43,983][__main__][INFO] - Trial 104 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:43,983][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:43,983][__main__][INFO] - Starting trial 105...
[2025-02-28 11:42:44,089][__main__][INFO] - Trial 105 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:44,090][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:44,090][__main__][INFO] - Starting trial 106...
[2025-02-28 11:42:44,196][__main__][INFO] - Trial 106 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:44,196][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:44,196][__main__][INFO] - Starting trial 107...
[2025-02-28 11:42:44,303][__main__][INFO] - Trial 107 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:44,303][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:44,303][__main__][INFO] - Starting trial 108...
[2025-02-28 11:42:44,409][__main__][INFO] - Trial 108 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:44,409][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:44,409][__main__][INFO] - Starting trial 109...
[2025-02-28 11:42:44,516][__main__][INFO] - Trial 109 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:44,516][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:44,516][__main__][INFO] - Starting trial 110...
[2025-02-28 11:42:44,623][__main__][INFO] - Trial 110 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:44,623][__main__][INFO] - Estimated cost so far: 0
[2025-02-28 11:42:44,623][__main__][INFO] - Starting trial 111...
[2025-02-28 11:42:44,729][__main__][INFO] - Trial 111 completed in 32 steps. Questions correct: 1/4
[2025-02-28 11:42:44,730][__main__][INFO] - Estimated cost so far: 0
